Review ID,Raw Review Text,Final Entity,Final Tag,clean_Raw Review Text,token,counter,dup_count,mismatch_count,ground
1066,reviews seem good so we tried this . sure its packaged well . so well . in fact that after 72 hours the head and foot area is still crushed an inch and a half lower than the middle ! its like bending your body in a rainbow shape to sleep not that either of us can sleep now . had no pains now both our lower backs are killing us . going to contact ashley but do not expect much . will update if they help us . if you do not see an update buyer beware . ! ! ! two stars is only because two stars might be comfortable if two stars took shape . also took several days longer to arrive .,"['reviews', 'packaged', '72 hours', 'inch', 'body', 'shape', 'sleep', 'pains', 'lower backs', 'comfortable', 'days longer', 'arrive']","['Product Reviews', 'Packaging', 'Duration', 'Thickness', 'Body', 'Shape', 'Sleep Quality', 'Pain Relief', 'Pain Relief', 'Comfort', 'Trial Period', 'Delivery']",reviews seem good so we tried this . sure its packaged well . so well . in fact that after 72 hours the head and foot area is still crushed an inch and a half lower than the middle ! its like bending your body in a rainbow shape to sleep not that either of us can sleep now . had no pains now both our lower backs are killing us . going to contact ashley but do not expect much . will update if they help us . if you do not see an update buyer beware . ! ! ! two stars is only because two stars might be comfortable if two stars took shape . also took several days longer to arrive .,"['reviews', 'seem', 'good', 'so', 'we', 'tried', 'this', '.', 'sure', 'its', 'packaged', 'well', '.', 'so', 'well', '.', 'in', 'fact', 'that', 'after', '72', 'hours', 'the', 'head', 'and', 'foot', 'area', 'is', 'still', 'crushed', 'an', 'inch', 'and', 'a', 'half', 'lower', 'than', 'the', 'middle', '!', 'its', 'like', 'bending', 'your', 'body', 'in', 'a', 'rainbow', 'shape', 'to', 'sleep', 'not', 'that', 'either', 'of', 'us', 'can', 'sleep', 'now', '.', 'had', 'no', 'pains', 'now', 'both', 'our', 'lower', 'backs', 'are', 'killing', 'us', '.', 'going', 'to', 'contact', 'ashley', 'but', 'do', 'not', 'expect', 'much', '.', 'will', 'update', 'if', 'they', 'help', 'us', '.', 'if', 'you', 'do', 'not', 'see', 'an', 'update', 'buyer', 'beware', '.', '!', '!', '!', 'two', 'stars', 'is', 'only', 'because', 'two', 'stars', 'might', 'be', 'comfortable', 'if', 'two', 'stars', 'took', 'shape', '.', 'also', 'took', 'several', 'days', 'longer', 'to', 'arrive', '.']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]",1,0,"['B-Product Reviews', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'B-Shape', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'B-Trial Period', 'I-Trial Period', 'O', 'B-Delivery', 'O']"
1067,"kind of panicked when it first arrived in a small package , but after it expanded overnight i was very pleased with the purchase . i ve been using it for about five years now and it still in good shape","['arrived', 'package', 'expanded', 'purchase', 'five years', 'good shape']","['Delivery', 'Packaging', 'Expansion', 'Product', 'Duration', 'Shape']","kind of panicked when it first arrived in a small package , but after it expanded overnight i was very pleased with the purchase . i ve been using it for about five years now and it still in good shape","['kind', 'of', 'panicked', 'when', 'it', 'first', 'arrived', 'in', 'a', 'small', 'package', ',', 'but', 'after', 'it', 'expanded', 'overnight', 'i', 'was', 'very', 'pleased', 'with', 'the', 'purchase', '.', 'i', 've', 'been', 'using', 'it', 'for', 'about', 'five', 'years', 'now', 'and', 'it', 'still', 'in', 'good', 'shape']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Delivery', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'B-Expansion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'B-Shape', 'I-Shape']"
1068,"i wanted to show that it sprang in to shape right out of the box . also , i purchased the smaller height , and glad i did . the 2nd photo shows a tight fitted sheet . will update after a couple of sleeps , but so far so good !","['shape', 'box', 'purchased', 'height', 'sheet', 'sleeps']","['Shape', 'Packaging', 'Purchase', 'Height', 'Bed Sheets', 'Sleep Quality']","i wanted to show that it sprang in to shape right out of the box . also , i purchased the smaller height , and glad i did . the 2nd photo shows a tight fitted sheet . will update after a couple of sleeps , but so far so good !","['i', 'wanted', 'to', 'show', 'that', 'it', 'sprang', 'in', 'to', 'shape', 'right', 'out', 'of', 'the', 'box', '.', 'also', ',', 'i', 'purchased', 'the', 'smaller', 'height', ',', 'and', 'glad', 'i', 'did', '.', 'the', '2nd', 'photo', 'shows', 'a', 'tight', 'fitted', 'sheet', '.', 'will', 'update', 'after', 'a', 'couple', 'of', 'sleeps', ',', 'but', 'so', 'far', 'so', 'good', '!']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'B-Height', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Bed Sheets', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1069,love it . did nt smell too bad opening it up . took a day to take shape . still breaking it in but overall happy,"['smell', 'opening', 'day', 'shape']","['Smell', 'Unboxing', 'Duration', 'Shape']",love it . did nt smell too bad opening it up . took a day to take shape . still breaking it in but overall happy,"['love', 'it', '.', 'did', 'nt', 'smell', 'too', 'bad', 'opening', 'it', 'up', '.', 'took', 'a', 'day', 'to', 'take', 'shape', '.', 'still', 'breaking', 'it', 'in', 'but', 'overall', 'happy']","[1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'B-Smell', 'O', 'O', 'B-Unboxing', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1070,a lot better mattress than i was expecting . it very comfortable and holds its shape nicely,"['mattress', 'comfortable', 'holds', 'shape']","['Mattress', 'Comfort', 'Durability', 'Shape']",a lot better mattress than i was expecting . it very comfortable and holds its shape nicely,"['a', 'lot', 'better', 'mattress', 'than', 'i', 'was', 'expecting', '.', 'it', 'very', 'comfortable', 'and', 'holds', 'its', 'shape', 'nicely']","[1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'B-Durability', 'O', 'B-Shape', 'O']"
1071,"i was really sastified , very comfortabe , best sleep in a long yime , but best sleep in a long yime didnot last , after a couple of months foam began to get weak . it stopped returning 100 % shape . . . sleeping areas and middle were extra soft and does not snap back . have to fill in with folded sheete and a pillow . . lol . . . i am not a large person . . . 135 lbs . . . wow","['comfortabe', 'best', 'sleep', 'best sleep', 'couple', 'months foam', 'returning', 'shape', 'soft', 'back', 'pillow', '135 lbs']","['Comfort', 'Sleep Quality', 'Sleep Quality', 'Sleep Quality', 'Duration', 'Memory Foam', 'Return', 'Shape', 'Firmness', 'Body', 'Pillow', 'Weight']","i was really sastified , very comfortabe , best sleep in a long yime , but best sleep in a long yime didnot last , after a couple of months foam began to get weak . it stopped returning 100 % shape . . . sleeping areas and middle were extra soft and does not snap back . have to fill in with folded sheete and a pillow . . lol . . . i am not a large person . . . 135 lbs . . . wow","['i', 'was', 'really', 'sastified', ',', 'very', 'comfortabe', ',', 'best', 'sleep', 'in', 'a', 'long', 'yime', ',', 'but', 'best', 'sleep', 'in', 'a', 'long', 'yime', 'didnot', 'last', ',', 'after', 'a', 'couple', 'of', 'months', 'foam', 'began', 'to', 'get', 'weak', '.', 'it', 'stopped', 'returning', '100', '%', 'shape', '.', '.', '.', 'sleeping', 'areas', 'and', 'middle', 'were', 'extra', 'soft', 'and', 'does', 'not', 'snap', 'back', '.', 'have', 'to', 'fill', 'in', 'with', 'folded', 'sheete', 'and', 'a', 'pillow', '.', '.', 'lol', '.', '.', '.', 'i', 'am', 'not', 'a', 'large', 'person', '.', '.', '.', '135', 'lbs', '.', '.', '.', 'wow']","[1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'B-Memory Foam', 'I-Memory Foam', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Return', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pillow', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Weight', 'I-Weight', 'O', 'O', 'O', 'O']"
1072,it great ! very affordable my mattress springs broke so vibe was a life saver within three days i got my package ! it easy to set up ! it grows full shape within 24 hours ! for little over 300 $ vibe is really impressive,"['affordable', 'mattress', 'springs', 'three days', 'package', 'easy', 'shape', '24 hours', '300 $']","['Price', 'Mattress', 'Springs', 'Duration', 'Packaging', 'Ease', 'Shape', 'Duration', 'Price']",it great ! very affordable my mattress springs broke so vibe was a life saver within three days i got my package ! it easy to set up ! it grows full shape within 24 hours ! for little over 300 $ vibe is really impressive,"['it', 'great', '!', 'very', 'affordable', 'my', 'mattress', 'springs', 'broke', 'so', 'vibe', 'was', 'a', 'life', 'saver', 'within', 'three', 'days', 'i', 'got', 'my', 'package', '!', 'it', 'easy', 'to', 'set', 'up', '!', 'it', 'grows', 'full', 'shape', 'within', '24', 'hours', '!', 'for', 'little', 'over', '300', '$', 'vibe', 'is', 'really', 'impressive']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'B-Price', 'O', 'B-Mattress', 'B-Springs', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'B-Ease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'B-Price', 'I-Price', 'O', 'O', 'O', 'O']"
1073,i noticed on both ends of the mattress are uneven the one on top ( head ) is on the one on top ( head ) full shape but the other end ( the one with the lucid brand on the other end ( the one with the lucid brand on it ) ) has not recovered to the other end ( the one with the lucid brand on it ) full shape it looks awkward and weird because it goes like from skinny to thick . but so far the mattress feels nice to lay on i like how the mattress a bit firm .,"['mattress', 'full shape', 'lucid', 'thick', 'firm']","['Mattress', 'Shape', 'Brand Names', 'Thickness', 'Firmness']",i noticed on both ends of the mattress are uneven the one on top ( head ) is on the one on top ( head ) full shape but the other end ( the one with the lucid brand on the other end ( the one with the lucid brand on it ) ) has not recovered to the other end ( the one with the lucid brand on it ) full shape it looks awkward and weird because it goes like from skinny to thick . but so far the mattress feels nice to lay on i like how the mattress a bit firm .,"['i', 'noticed', 'on', 'both', 'ends', 'of', 'the', 'mattress', 'are', 'uneven', 'the', 'one', 'on', 'top', '(', 'head', ')', 'is', 'on', 'the', 'one', 'on', 'top', '(', 'head', ')', 'full', 'shape', 'but', 'the', 'other', 'end', '(', 'the', 'one', 'with', 'the', 'lucid', 'brand', 'on', 'the', 'other', 'end', '(', 'the', 'one', 'with', 'the', 'lucid', 'brand', 'on', 'it', ')', ')', 'has', 'not', 'recovered', 'to', 'the', 'other', 'end', '(', 'the', 'one', 'with', 'the', 'lucid', 'brand', 'on', 'it', ')', 'full', 'shape', 'it', 'looks', 'awkward', 'and', 'weird', 'because', 'it', 'goes', 'like', 'from', 'skinny', 'to', 'thick', '.', 'but', 'so', 'far', 'the', 'mattress', 'feels', 'nice', 'to', 'lay', 'on', 'i', 'like', 'how', 'the', 'mattress', 'a', 'bit', 'firm', '.']","[3, 2, 3, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Shape', 'I-Shape', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Brand Names', 'O', 'O', 'O', 'O', 'B-Shape', 'I-Shape', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Firmness', 'O']"
1074,once rolled out it assumed it shape in no time . very comfortable compared to original rv mattress .,"['rolled', 'shape', 'comfortable', 'original', 'mattress']","['Unboxing', 'Shape', 'Comfort', 'Ordinal', 'Mattress']",once rolled out it assumed it shape in no time . very comfortable compared to original rv mattress .,"['once', 'rolled', 'out', 'it', 'assumed', 'it', 'shape', 'in', 'no', 'time', '.', 'very', 'comfortable', 'compared', 'to', 'original', 'rv', 'mattress', '.']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Unboxing', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Ordinal', 'O', 'B-Mattress', 'O']"
1075,""" i ordered the 8 "" "" . the mattress came and i gave the mattress 48hrs to get into shape without touching the mattress , recommendation is 24 / 48hrs . some parts are 6 "" "" while other sections are 8 "" "" . there is excess material and i am not satisfied . pictures to show parts smaller than my hand areas and other areas larger . the center did not raise evenly but can not capture on picture . i have emailed customer service and will update when i hear from customer service . ""","['ordered', '8 "" ""', 'mattress', 'came', 'shape', '24 / 48hrs', '6 "" ""', 'customer service', 'service']","['Purchase', 'Thickness', 'Mattress', 'Delivery', 'Shape', 'Duration', 'Thickness', 'Customer Service', 'Customer Service']",""" i ordered the 8 "" "" . the mattress came and i gave the mattress 48hrs to get into shape without touching the mattress , recommendation is 24 / 48hrs . some parts are 6 "" "" while other sections are 8 "" "" . there is excess material and i am not satisfied . pictures to show parts smaller than my hand areas and other areas larger . the center did not raise evenly but can not capture on picture . i have emailed customer service and will update when i hear from customer service . ""","['""', 'i', 'ordered', 'the', '8', '""', '""', '.', 'the', 'mattress', 'came', 'and', 'i', 'gave', 'the', 'mattress', '48hrs', 'to', 'get', 'into', 'shape', 'without', 'touching', 'the', 'mattress', ',', 'recommendation', 'is', '24', '/', '48hrs', '.', 'some', 'parts', 'are', '6', '""', '""', 'while', 'other', 'sections', 'are', '8', '""', '""', '.', 'there', 'is', 'excess', 'material', 'and', 'i', 'am', 'not', 'satisfied', '.', 'pictures', 'to', 'show', 'parts', 'smaller', 'than', 'my', 'hand', 'areas', 'and', 'other', 'areas', 'larger', '.', 'the', 'center', 'did', 'not', 'raise', 'evenly', 'but', 'can', 'not', 'capture', 'on', 'picture', '.', 'i', 'have', 'emailed', 'customer', 'service', 'and', 'will', 'update', 'when', 'i', 'hear', 'from', 'customer', 'service', '.', '""']","[1, 2, 3, 1, 1, 1, 1, 2, 2]",1,0,"['O', 'O', 'B-Purchase', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'B-Mattress', 'B-Delivery', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Customer Service', 'I-Customer Service', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Customer Service', 'I-Customer Service', 'O', 'O']"
1076,very comfortable for some with a bad back and neck . seems to be holding its shape . i like the idea of individual covered springs,"['comfortable', 'back', 'neck', 'shape', 'springs']","['Comfort', 'Pain Relief', 'Pain Relief', 'Shape', 'Springs']",very comfortable for some with a bad back and neck . seems to be holding its shape . i like the idea of individual covered springs,"['very', 'comfortable', 'for', 'some', 'with', 'a', 'bad', 'back', 'and', 'neck', '.', 'seems', 'to', 'be', 'holding', 'its', 'shape', '.', 'i', 'like', 'the', 'idea', 'of', 'individual', 'covered', 'springs']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'O', 'B-Pain Relief', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Shape', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Springs']"
1077,only about 6inches thick,['6inches thick'],['Thickness'],only about 6inches thick,"['only', 'about', '6inches', 'thick']",[1],0,0,"['O', 'O', 'B-Thickness', 'I-Thickness']"
1078,it is an average to little less than average rate mattress . . i think if it was few inches thicker will be a 5 star rating mattress,"['mattress', 'inches thicker', 'rating']","['Mattress', 'Thickness', 'Product Reviews']",it is an average to little less than average rate mattress . . i think if it was few inches thicker will be a 5 star rating mattress,"['it', 'is', 'an', 'average', 'to', 'little', 'less', 'than', 'average', 'rate', 'mattress', '.', '.', 'i', 'think', 'if', 'it', 'was', 'few', 'inches', 'thicker', 'will', 'be', 'a', '5', 'star', 'rating', 'mattress']","[2, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'B-Product Reviews', 'B-Mattress']"
1079,this is only 4 inches thick,['4 inches thick'],['Thickness'],this is only 4 inches thick,"['this', 'is', 'only', '4', 'inches', 'thick']",[1],0,0,"['O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness']"
1080,ordered twice . second time a replacement . both less than 5 inches thick . tried to get amazon customer service to talk to me and was hung up on .,"['ordered', 'replacement', '5 inches thick', 'amazon', 'customer service']","['Purchase', 'Replace Products', 'Thickness', 'Amazon', 'Customer Service']",ordered twice . second time a replacement . both less than 5 inches thick . tried to get amazon customer service to talk to me and was hung up on .,"['ordered', 'twice', '.', 'second', 'time', 'a', 'replacement', '.', 'both', 'less', 'than', '5', 'inches', 'thick', '.', 'tried', 'to', 'get', 'amazon', 'customer', 'service', 'to', 'talk', 'to', 'me', 'and', 'was', 'hung', 'up', 'on', '.']","[1, 1, 1, 1, 1]",0,0,"['B-Purchase', 'O', 'O', 'O', 'O', 'O', 'B-Replace Products', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'B-Amazon', 'B-Customer Service', 'I-Customer Service', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1081,after 4 years my old one came apart . it still felt like i was sleeping on a cloud until it last day . my old one was only 2 inches thick . . i went to a 3 inch thick this time . well worth the money .,"['4 years', 'old', 'came apart', 'sleeping', 'a cloud', 'day', '2 inches thick', '3 inch thick', 'worth', 'money']","['Duration', 'Newness', 'Damage', 'Sleep Quality', 'Sleep Quality', 'Duration', 'Thickness', 'Thickness', 'Saving Money', 'Price']",after 4 years my old one came apart . it still felt like i was sleeping on a cloud until it last day . my old one was only 2 inches thick . . i went to a 3 inch thick this time . well worth the money .,"['after', '4', 'years', 'my', 'old', 'one', 'came', 'apart', '.', 'it', 'still', 'felt', 'like', 'i', 'was', 'sleeping', 'on', 'a', 'cloud', 'until', 'it', 'last', 'day', '.', 'my', 'old', 'one', 'was', 'only', '2', 'inches', 'thick', '.', '.', 'i', 'went', 'to', 'a', '3', 'inch', 'thick', 'this', 'time', '.', 'well', 'worth', 'the', 'money', '.']","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,"['O', 'B-Duration', 'I-Duration', 'O', 'B-Newness', 'O', 'B-Damage', 'I-Damage', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'B-Duration', 'O', 'O', 'B-Newness', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'B-Saving Money', 'O', 'B-Price', 'O']"
1083,it a decent mattress for the money but definitely not 7 inches thick more like five possibly 6 inches . decent matches for my son that comes over several times a week a couple of the corners still need to open up some more but well see how it works . tbd,"['mattress', 'money', '7 inches thick', '6 inches', 'son', 'week', 'couple', 'corners', 'open up']","['Mattress', 'Price', 'Thickness', 'Thickness', 'Family Members', 'Duration', 'Duration', 'Expansion', 'Expansion']",it a decent mattress for the money but definitely not 7 inches thick more like five possibly 6 inches . decent matches for my son that comes over several times a week a couple of the corners still need to open up some more but well see how it works . tbd,"['it', 'a', 'decent', 'mattress', 'for', 'the', 'money', 'but', 'definitely', 'not', '7', 'inches', 'thick', 'more', 'like', 'five', 'possibly', '6', 'inches', '.', 'decent', 'matches', 'for', 'my', 'son', 'that', 'comes', 'over', 'several', 'times', 'a', 'week', 'a', 'couple', 'of', 'the', 'corners', 'still', 'need', 'to', 'open', 'up', 'some', 'more', 'but', 'well', 'see', 'how', 'it', 'works', '.', 'tbd']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'B-Family Members', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'B-Duration', 'O', 'O', 'B-Expansion', 'O', 'O', 'O', 'B-Expansion', 'I-Expansion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1084,only about 4 inches thick . i would not make my dog sleep on this thing .,"['4 inches thick', 'dog', 'sleep on']","['Thickness', 'Pets', 'Sleep Quality']",only about 4 inches thick . i would not make my dog sleep on this thing .,"['only', 'about', '4', 'inches', 'thick', '.', 'i', 'would', 'not', 'make', 'my', 'dog', 'sleep', 'on', 'this', 'thing', '.']","[1, 1, 1]",0,0,"['O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Pets', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O']"
1085,product worth buying . just wish it was a few more inches thicker ideally for me,"['product', 'buying', 'few', 'inches thicker']","['Product', 'Purchase', 'Duration', 'Thickness']",product worth buying . just wish it was a few more inches thicker ideally for me,"['product', 'worth', 'buying', '.', 'just', 'wish', 'it', 'was', 'a', 'few', 'more', 'inches', 'thicker', 'ideally', 'for', 'me']","[1, 1, 1, 1]",0,0,"['B-Product', 'O', 'B-Purchase', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O']"
1086,"it rather comfy for only being 6 inches thick , but i d recommend one of the thicker options . one of the thicker options worth the money .","['comfy', '6 inches thick', 'recommend', 'thicker', 'money']","['Comfort', 'Thickness', 'Recommend', 'Thickness', 'Price']","it rather comfy for only being 6 inches thick , but i d recommend one of the thicker options . one of the thicker options worth the money .","['it', 'rather', 'comfy', 'for', 'only', 'being', '6', 'inches', 'thick', ',', 'but', 'i', 'd', 'recommend', 'one', 'of', 'the', 'thicker', 'options', '.', 'one', 'of', 'the', 'thicker', 'options', 'worth', 'the', 'money', '.']","[1, 1, 1, 2, 1]",1,0,"['O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'B-Price', 'O']"
1087,it is not 13inches,['13inches'],['Thickness'],it is not 13inches,"['it', 'is', 'not', '13inches']",[1],0,0,"['O', 'O', 'O', 'B-Thickness']"
1088,"very nice , 8 inches",['8 inches'],['Thickness'],"very nice , 8 inches","['very', 'nice', ',', '8', 'inches']",[1],0,0,"['O', 'O', 'O', 'B-Thickness', 'I-Thickness']"
1089,i can not complete this review because it is not 8inch to begin with . received this review thursday sept . 11th 2020 and today is monday way past 48 hrs .,['8inch'],['Thickness'],i can not complete this review because it is not 8inch to begin with . received this review thursday sept . 11th 2020 and today is monday way past 48 hrs .,"['i', 'can', 'not', 'complete', 'this', 'review', 'because', 'it', 'is', 'not', '8inch', 'to', 'begin', 'with', '.', 'received', 'this', 'review', 'thursday', 'sept', '.', '11th', '2020', 'and', 'today', 'is', 'monday', 'way', 'past', '48', 'hrs', '.']",[1],0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1090,this is not even 6 inches do not waste your money on this .,['6 inches'],['Thickness'],this is not even 6 inches do not waste your money on this .,"['this', 'is', 'not', 'even', '6', 'inches', 'do', 'not', 'waste', 'your', 'money', 'on', 'this', '.']",[1],0,0,"['O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1091,this mattress is actually only about 3 inches deep . not at all worth the money . very disappointed .,"['mattress', '3 inches', 'money']","['Mattress', 'Thickness', 'Price']",this mattress is actually only about 3 inches deep . not at all worth the money . very disappointed .,"['this', 'mattress', 'is', 'actually', 'only', 'about', '3', 'inches', 'deep', '.', 'not', 'at', 'all', 'worth', 'the', 'money', '.', 'very', 'disappointed', '.']","[1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O']"
